,genus,genus_count,effector_count,effectors
750,Stylonychia,16,8,"1, 11, 15, 32, 43, 58, 90, 91"
1860,Thermoprotei,15,6,"24, 41, 57, 70, 79, 81"
1545,Pisum,15,10,"15, 38, 46, 57, 70, 76, 81, 85, 90, 94"
2687,Ruminiclostridium,15,6,"57, 66, 70, 81, 85, 92"
2100,Syphacia,15,9,"29, 43, 57, 76, 79, 91, 92, 93, 100"
779,Acipenser,15,12,"4, 7, 40, 46, 50, 65, 76, 78, 79, 81, 92, 100"
106,Gymnopus,15,8,"1, 4, 32, 38, 57, 70, 92, 100"
2148,Salinibacter,15,9,"30, 57, 65, 76, 81, 85, 92, 94, 100"
399,Oesophagostomum,15,10,"1, 7, 46, 50, 57, 58, 65, 76, 77, 79"
1287,Alteromonas,15,9,"11, 15, 38, 58, 78, 79, 90, 92, 100"
807,[Clostridium],15,8,"4, 66, 81, 82, 85, 92, 94, 100"
512,Corethrella,15,13,"1, 10, 11, 12, 17, 23, 29, 57, 70, 77, 78, 91, 93"
1908,Leucoagaricus,15,8,"24, 32, 38, 57, 65, 73, 76, 95"
2338,Cannabis,15,7,"38, 43, 66, 76, 79, 85, 100"
3155,Methylovorus,15,2,"73, 95"
2337,Nippostrongylus,15,9,"38, 46, 65, 73, 77, 78, 79, 91, 93"
1149,Enterobius,15,11,"7, 43, 46, 57, 70, 76, 77, 78, 79, 81, 93"
939,Sphaeramia,15,9,"7, 32, 50, 65, 74, 76, 77, 78, 100"
940,Ranitomeya,15,10,"7, 11, 32, 46, 65, 66, 79, 91, 93, 100"
1125,Soboliphyme,15,10,"7, 15, 22, 29, 46, 58, 65, 76, 79, 100"
1157,Corythucha,15,2,"10, 41"
982,Phenacoccus,15,4,"7, 10, 41, 70"
453,Stentor,15,8,"1, 11, 32, 38, 43, 58, 70, 90"
2520,Phallusia,15,11,"43, 46, 50, 57, 73, 77, 78, 79, 90, 94, 95"
1441,Prosthecochloris,15,8,"11, 15, 23, 57, 73, 85, 92, 100"
283,Eucalyptus,15,7,"1, 32, 38, 66, 85, 92, 100"
2280,Selaginella,15,8,"32, 46, 66, 70, 79, 85, 92, 100"
1983,Plasmodiophora,15,7,"24, 46, 65, 70, 79, 81, 90"
345,hydrothermal,15,10,"1, 15, 24, 57, 66, 70, 76, 85, 90, 94"
1152,Dictyocaulus,15,9,"7, 29, 46, 65, 73, 77, 78, 79, 95"
159,Pyrenophora,15,9,"1, 17, 24, 66, 70, 76, 79, 85, 94"
1174,Holotrichia,15,3,"10, 41, 93"
838,Paramecium,15,11,"4, 21, 32, 38, 57, 58, 66, 76, 79, 90, 92"
1366,Alcanivorax,15,8,"11, 15, 30, 57, 58, 85, 95, 100"
863,Arachis,15,11,"4, 11, 22, 24, 29, 32, 38, 46, 85, 92, 100"
1530,Methylobacterium,15,11,"15, 21, 24, 32, 38, 57, 66, 73, 85, 90, 100"
1166,Yemma,15,2,"10, 41"
1170,Pyrrhalta,15,2,"10, 41"
1771,Odontella,15,8,"15, 17, 32, 57, 58, 65, 70, 100"
858,Anaerocolumna,15,6,"4, 24, 70, 85, 92, 100"
1192,Chrysomela,15,4,"10, 41, 73, 95"
2664,Chitiniphilus,15,4,"57, 70, 81, 85"
215,Vigna,15,13,"1, 15, 21, 32, 46, 57, 76, 81, 85, 90, 92, 94, 100"
2313,Anaplasma,14,8,"32, 57, 70, 81, 85, 92, 94, 100"
2766,Roseiflexus,14,8,"57, 70, 73, 76, 77, 81, 85, 94"
1229,Microplitis,14,5,"10, 17, 23, 30, 41"
1011,Actinia,14,10,"7, 29, 32, 43, 46, 50, 65, 77, 78, 93"
3718,Oncomelania,14,1,100
980,Pseudonaja,14,10,"7, 24, 46, 50, 65, 78, 81, 91, 92, 93"
1050,Porphyromonadaceae,14,9,"7, 11, 15, 57, 58, 70, 76, 92, 94"
2113,Giardia,14,6,"29, 32, 70, 91, 93, 100"
2458,Thermoplasma,14,8,"40, 57, 66, 70, 79, 81, 92, 95"
1594,Cafeteria,14,8,"15, 21, 24, 32, 43, 65, 76, 79"
354,Eremothecium,14,11,"1, 7, 30, 32, 58, 70, 76, 79, 90, 93, 94"
970,Anabarilius,14,8,"7, 32, 38, 50, 65, 91, 92, 100"
748,Chromohalobacter,14,9,"1, 32, 38, 57, 73, 85, 94, 95, 100"
1765,Ruegeria,14,8,"15, 57, 66, 70, 73, 85, 92, 100"
949,Danionella,14,8,"7, 11, 32, 43, 46, 58, 65, 100"
2195,Punica,14,9,"32, 38, 46, 66, 76, 79, 81, 85, 100"
932,Anas,14,9,"7, 11, 38, 46, 50, 65, 76, 77, 93"
92,Tequatrovirus,14,4,"1, 32, 58, 60"
927,Liparis,14,10,"7, 21, 32, 50, 55, 58, 76, 78, 91, 100"
854,Halicephalobus,14,10,"4, 7, 29, 46, 57, 65, 76, 79, 91, 100"
820,Scleropages,14,10,"4, 7, 24, 29, 38, 43, 50, 65, 78, 100"
2144,Rhizorhabdus,14,10,"30, 39, 57, 66, 73, 81, 85, 94, 95, 100"
391,Teladorsagia,14,13,"1, 7, 32, 46, 58, 65, 76, 77, 78, 79, 85, 93, 100"
899,Notothenia,14,9,"7, 24, 32, 50, 58, 65, 79, 81, 92"
891,Electrophorus,14,8,"7, 38, 50, 65, 79, 91, 92, 93"
1159,Oedaleus,14,2,"10, 41"
2964,Blautia,14,3,"66, 76, 94"
699,Elizabethkingia,14,12,"1, 11, 15, 24, 57, 65, 66, 70, 73, 81, 95, 100"
78,Pseudocercospora,14,5,"1, 22, 38, 94, 95"
572,Mycoplasmopsis,14,9,"1, 15, 57, 66, 70, 81, 85, 94, 100"
448,Pyricularia,14,10,"1, 38, 46, 57, 73, 79, 85, 92, 93, 100"
81,Aggregatibacter,14,6,"1, 24, 58, 76, 85, 94"
679,Verticillium,14,7,"1, 32, 46, 57, 66, 79, 92"
1499,Chrysotila,14,10,"14, 24, 32, 38, 43, 50, 57, 58, 65, 100"
2576,Methanothermobacter,14,10,"46, 57, 64, 66, 73, 81, 85, 90, 92, 95"
584,Agaricus,14,9,"1, 15, 38, 57, 70, 73, 76, 90, 95"
1858,Gemmatimonadales,14,5,"24, 38, 58, 66, 76"
1543,Leifsonia,14,11,"15, 32, 38, 57, 65, 66, 73, 81, 82, 92, 94"
156,Cryptosporidium,14,4,"1, 5, 73, 81"
469,Frankia,14,7,"1, 15, 22, 57, 66, 81, 94"
566,Polynucleobacter,14,8,"1, 15, 24, 57, 66, 85, 90, 100"
1178,Conogethes,13,2,"10, 41"
2165,Monosiga,13,9,"32, 38, 55, 65, 76, 79, 81, 91, 94"
835,Gloeobacter,13,9,"4, 57, 66, 70, 81, 85, 94, 95, 100"
812,Acholeplasmataceae,13,7,"4, 15, 57, 66, 85, 92, 94"
1198,Subpsaltria,13,4,"10, 41, 90, 93"
201,Ectocarpus,13,8,"1, 15, 24, 32, 38, 65, 79, 92"
1774,Saccharopolyspora,13,9,"15, 57, 73, 76, 81, 85, 92, 94, 100"
218,Pycnococcus,13,9,"1, 15, 22, 43, 65, 70, 76, 79, 100"
804,Tuber,13,6,"4, 21, 32, 81, 93, 100"
380,Methylococcus,13,10,"1, 11, 15, 66, 77, 81, 85, 90, 94, 100"
1863,Panicum,13,7,"24, 29, 46, 50, 64, 79, 100"
1321,Formosa,13,6,"11, 15, 66, 70, 79, 85"
2680,Melampsora,13,7,"57, 58, 70, 76, 79, 90, 95"
1850,Cytophaga,13,10,"23, 30, 57, 66, 70, 73, 81, 85, 92, 100"
600,Marmota,13,7,"1, 7, 32, 50, 77, 93, 100"
1511,Anaerolineaceae,13,7,"15, 24, 57, 70, 85, 92, 94"
2093,Mesocestoides,13,4,"29, 42, 65, 76"
575,mine,13,11,"1, 15, 32, 38, 58, 64, 72, 76, 85, 94, 100"
2809,Dechloromonas,13,9,"57, 70, 73, 76, 81, 85, 92, 94, 95"
1027,Balaenoptera,13,10,"7, 19, 24, 32, 46, 58, 76, 91, 93, 100"
1432,Cytophagales,13,12,"11, 24, 32, 57, 58, 70, 73, 76, 79, 81, 95, 100"
288,Thalassiosira,13,11,"1, 15, 24, 32, 38, 58, 65, 81, 85, 92, 100"
2023,Basidiobolus,13,8,"24, 32, 46, 57, 58, 76, 79, 100"
969,Gambusia,13,8,"7, 11, 43, 50, 74, 78, 91, 93"
236,Colwellia,13,12,"1, 11, 15, 24, 57, 66, 76, 77, 81, 85, 90, 100"
948,Larimichthys,13,6,"7, 46, 50, 58, 65, 93"
526,Psychromonas,13,10,"1, 57, 58, 66, 73, 77, 81, 85, 92, 94"
440,Eragrostis,13,11,"1, 19, 21, 24, 32, 43, 46, 55, 79, 92, 100"
547,Gluconacetobacter,13,8,"1, 57, 66, 76, 79, 85, 92, 95"
905,Paroedura,13,8,"7, 46, 50, 66, 78, 79, 81, 100"
903,Chanos,13,7,"7, 43, 58, 65, 78, 93, 100"
893,Fundulus,13,8,"7, 24, 32, 43, 46, 77, 78, 79"
1895,Methanobrevibacter,13,6,"24, 57, 58, 65, 66, 81"
676,Acer,13,7,"1, 32, 46, 57, 66, 81, 92"
2177,Armillaria,13,9,"32, 57, 66, 70, 73, 81, 90, 95, 100"
2134,Loa,13,8,"29, 43, 46, 57, 70, 79, 91, 100"
731,Cytophagaceae,13,12,"1, 11, 15, 57, 58, 66, 70, 73, 79, 85, 92, 95"
1822,Colocasia,13,7,"21, 32, 46, 66, 76, 85, 100"
2440,Galerina,13,4,"38, 58, 66, 93"
1289,Methylococcaceae,13,7,"11, 15, 41, 66, 81, 92, 100"
2122,Methanopyrus,13,10,"29, 57, 66, 70, 73, 76, 92, 94, 95, 100"
1824,Butyrivibrio,13,8,"21, 29, 38, 70, 76, 93, 94, 100"
1172,Conopomorpha,12,3,"10, 12, 41"
1767,Spongospora,12,10,"15, 32, 46, 57, 58, 65, 70, 76, 81, 90"
332,Juglans,12,7,"1, 4, 57, 66, 85, 92, 100"
420,Leucosporidium,12,8,"1, 24, 32, 58, 66, 70, 85, 92"
1359,Verrucomicrobiales,12,8,"11, 15, 24, 32, 41, 58, 73, 100"
59,Absidia,12,6,"1, 24, 46, 76, 92, 100"
229,Muntiacus,12,9,"1, 32, 66, 76, 78, 79, 91, 93, 100"
1206,Riptortus,12,5,"10, 41, 76, 91, 94"
2728,Apicomplexa,12,4,"57, 70, 73, 95"
1077,Pseudoatta,12,8,"7, 10, 12, 23, 30, 41, 46, 73"
1569,Kingdonia,12,5,"15, 32, 58, 76, 85"
1208,Galeruca,12,5,"10, 17, 23, 30, 41"
290,Gorilla,12,11,"1, 7, 11, 15, 24, 32, 46, 50, 58, 93, 100"
1438,Burkholderiales,12,8,"11, 15, 24, 41, 58, 82, 92, 94"
228,Alkalilimnicola,12,9,"1, 4, 41, 57, 58, 65, 66, 85, 94"
2153,Tetracentron,12,5,"32, 43, 66, 81, 100"
2679,Cycas,12,5,"57, 66, 70, 81, 92"
509,Dimargaris,12,7,"1, 32, 46, 70, 76, 79, 85"
2094,Hymenolepis,12,5,"29, 32, 50, 65, 76"
1905,Capsicum,12,6,"24, 32, 46, 66, 76, 79"
1568,Azospirillum,12,7,"15, 32, 81, 90, 94, 95, 100"
263,Erythrobacter,12,9,"1, 23, 30, 57, 66, 85, 90, 94, 100"
1420,Paenarthrobacter,12,10,"11, 66, 73, 76, 81, 85, 92, 94, 95, 100"
174,Sulfitobacter,12,8,"1, 7, 15, 32, 41, 73, 90, 95"
1412,Lactuca,12,9,"11, 24, 32, 38, 46, 66, 81, 85, 100"
984,Heterorhabditis,12,10,"7, 38, 43, 46, 65, 76, 77, 78, 93, 100"
483,Paxillus,12,9,"1, 57, 65, 66, 70, 73, 90, 95, 100"
674,Methylobacillus,12,8,"1, 11, 57, 66, 73, 90, 94, 100"
2110,Acanthocheilonema,12,7,"29, 50, 65, 70, 78, 79, 100"
823,Ostreococcus,12,7,"4, 15, 38, 65, 79, 90, 100"
2708,Azotobacter,12,9,"57, 66, 70, 77, 81, 85, 90, 94, 100"
242,Desulforamulus,12,7,"1, 57, 66, 70, 73, 81, 85"
971,Bagarius,12,9,"7, 24, 32, 43, 50, 65, 76, 91, 100"
2077,Thiobacillus,12,8,"24, 32, 57, 81, 85, 92, 94, 100"
2267,Gracilariopsis,12,9,"32, 43, 58, 60, 77, 78, 79, 90, 92"
943,Onychostoma,12,7,"7, 11, 50, 58, 65, 91, 92"
544,Pasteurella,12,9,"1, 57, 58, 76, 81, 85, 90, 94, 100"
770,Thermoplasmatales,12,8,"4, 24, 32, 38, 57, 81, 85, 90"
1829,Cohnella,12,8,"22, 24, 40, 57, 66, 70, 85, 92"
941,Pteropus,12,8,"7, 40, 46, 50, 65, 78, 81, 91"
186,Parasynechococcus,12,10,"1, 32, 57, 58, 66, 76, 81, 92, 94, 100"
909,Lithobates,12,7,"7, 11, 29, 46, 65, 93, 100"
915,Clupea,11,6,"7, 50, 65, 77, 79, 91"
973,Vombatus,11,8,"7, 50, 76, 78, 79, 81, 91, 92"
2666,Dehalococcoides,11,5,"57, 70, 73, 85, 100"
250,Leuconostoc,11,6,"1, 23, 57, 65, 90, 94"
1017,Amphiprion,11,7,"7, 21, 32, 50, 58, 93, 100"
204,Rousettus,11,5,"1, 7, 46, 50, 58"
461,Palpitomonas,11,9,"1, 21, 24, 32, 38, 58, 76, 79, 92"
1738,[Bacillus,11,9,"15, 39, 57, 70, 81, 85, 92, 94, 100"
1703,Chromera,11,8,"15, 38, 40, 43, 74, 81, 92, 100"
985,Gasterosteus,11,9,"7, 21, 32, 40, 46, 50, 77, 92, 93"
570,Solidesulfovibrio,11,9,"1, 11, 21, 57, 70, 85, 92, 94, 100"
725,Oscillospiraceae,11,9,"1, 15, 57, 66, 79, 85, 92, 94, 100"
1546,Jannaschia,11,7,"15, 30, 66, 76, 77, 94, 100"
86,Orbilia,11,7,"1, 24, 76, 81, 90, 92, 94"
356,Spirochaetaceae,11,7,"1, 15, 24, 40, 70, 92, 94"
1163,Histia,11,1,10
219,Vitrella,11,7,"1, 15, 32, 38, 43, 79, 100"
1389,Aquimarina,11,7,"11, 15, 24, 70, 81, 85, 100"
1167,Chrysoperla,11,2,"10, 41"
214,Podarcis,11,9,"1, 7, 29, 50, 58, 65, 78, 81, 92"
2316,Komagataella,11,3,"32, 73, 95"
678,Pelobacter,11,8,"1, 11, 23, 70, 76, 81, 85, 100"
1647,Xenorhabdus,11,10,"15, 32, 38, 58, 66, 70, 81, 85, 90, 92"
1119,Cyprinodon,11,11,"7, 11, 24, 43, 65, 74, 77, 78, 90, 93, 100"
976,Triplophysa,11,7,"7, 43, 50, 65, 66, 78, 93"
157,Klebsormidium,11,8,"1, 32, 43, 46, 58, 76, 79, 92"
716,Marinomonas,11,9,"1, 11, 58, 73, 74, 85, 90, 95, 100"
488,Calditrichaeota,11,6,"1, 24, 57, 58, 92, 94"
1937,Endogone,11,9,"24, 46, 57, 70, 76, 81, 85, 92, 100"
1871,Opitutae,11,6,"24, 57, 66, 70, 92, 100"
351,Lysinibacillus,11,7,"1, 57, 66, 73, 85, 92, 94"
683,Thermothelomyces,11,7,"1, 57, 70, 73, 76, 93, 95"
47,Dendrothele,11,5,"1, 14, 24, 58, 66"
2191,Coprinopsis,11,8,"32, 57, 66, 70, 73, 74, 85, 93"
1837,Calocera,11,9,"22, 24, 58, 73, 79, 90, 94, 95, 100"
1674,Massilia,11,7,"15, 24, 38, 76, 81, 85, 90"
648,Hibiscus,11,7,"1, 24, 38, 66, 76, 85, 100"
2962,Mesomycoplasma,11,4,"66, 81, 85, 94"
405,Comamonadaceae,11,8,"1, 11, 15, 24, 38, 58, 85, 90"
1241,Kitasatospora,11,8,"10, 57, 66, 81, 85, 90, 94, 95"
513,Trichodesmium,11,8,"1, 15, 66, 70, 85, 92, 94, 100"
2287,Salvia,11,8,"32, 46, 58, 66, 76, 79, 85, 100"
713,Pediococcus,11,7,"1, 15, 57, 66, 73, 90, 94"
1035,Columba,11,9,"7, 29, 46, 50, 55, 81, 92, 93, 100"
2725,Oceanicola,11,3,"57, 70, 76"
395,Pipistrellus,11,8,"1, 7, 32, 46, 50, 76, 79, 93"
2583,Planoprotostelium,11,9,"46, 57, 65, 70, 76, 90, 92, 94, 100"
1727,Acidimicrobiales,11,8,"15, 16, 38, 76, 85, 92, 94, 100"
1848,Cancer,11,2,"23, 30"
688,Salpingoeca,11,7,"1, 38, 55, 58, 66, 76, 100"
1665,Papaver,11,9,"15, 16, 46, 66, 76, 79, 85, 93, 100"
1486,Trichlorobacter,11,7,"11, 57, 66, 73, 76, 81, 85"
1806,Strongylus,11,7,"21, 46, 76, 77, 78, 79, 81"
194,Pelagomonas,11,5,"1, 4, 32, 43, 65"
963,Leptonychotes,11,9,"7, 11, 24, 32, 58, 76, 78, 91, 93"
966,Collichthys,11,8,"7, 15, 24, 32, 46, 50, 65, 93"
2156,Aquila,11,7,"32, 50, 58, 65, 77, 78, 93"
2142,Lachnoclostridium,11,5,"30, 66, 79, 85, 92"
1124,Periophthalmus,11,7,"7, 11, 50, 65, 93, 94, 100"
1919,Nonomuraea,11,7,"24, 32, 38, 57, 66, 81, 95"
2581,Malus,11,5,"46, 66, 76, 85, 100"
1866,Priestia,11,7,"24, 57, 66, 76, 85, 92, 94"
2671,Moorella,11,7,"57, 70, 73, 81, 85, 92, 100"
1536,Janthinobacterium,11,8,"15, 57, 66, 76, 85, 91, 92, 94"
739,Mola,11,6,"1, 7, 24, 50, 78, 92"
2007,Polaromonas,11,10,"24, 32, 57, 66, 73, 76, 85, 90, 92, 94"
1073,Opitutaceae,11,9,"7, 38, 57, 66, 70, 79, 81, 85, 92"
535,Chiloscyllium,11,8,"1, 4, 7, 50, 65, 76, 78, 79"
956,Microcaecilia,10,6,"7, 24, 29, 58, 78, 93"
1916,Actinobacteria,10,7,"24, 57, 85, 92, 94, 95, 100"
2323,Tursiops,10,6,"38, 46, 50, 58, 78, 93"
2759,Sphingopyxis,10,7,"57, 66, 73, 85, 90, 93, 94"
2050,Phyllostomus,10,8,"24, 32, 50, 58, 79, 81, 92, 93"
1111,Lynx,10,8,"7, 11, 32, 46, 50, 65, 91, 100"
953,Perca,10,7,"7, 32, 50, 65, 78, 91, 92"
911,Amphilophus,10,7,"7, 11, 29, 38, 43, 50, 58"
2593,Vaccinia,10,2,"50, 90"
336,Sparus,10,9,"1, 38, 46, 65, 70, 78, 81, 93, 100"
1503,Sorangium,10,7,"15, 30, 57, 66, 85, 92, 93"
2052,Parvibaculum,10,7,"24, 57, 66, 70, 81, 85, 90"
1921,Halobacterium,10,7,"24, 66, 77, 81, 90, 92, 100"
533,Porphyra,10,7,"1, 32, 58, 78, 81, 90, 92"
1489,Antheraea,10,3,"12, 23, 41"
2063,Chytriomyces,10,7,"24, 38, 57, 70, 81, 90, 92"
1271,Sander,10,1,11
929,Pygocentrus,10,7,"7, 50, 57, 76, 91, 92, 93"
327,Capsaspora,10,9,"1, 32, 46, 50, 57, 65, 73, 92, 95"
691,Pelotomaculum,10,7,"1, 57, 58, 66, 81, 85, 92"
1640,Fervidobacterium,10,5,"15, 38, 57, 70, 92"
408,Chara,10,9,"1, 4, 24, 32, 38, 55, 76, 79, 90"
2150,Coniophora,10,6,"32, 55, 57, 70, 76, 100"
826,Dictyocha,10,6,"4, 11, 38, 43, 65, 76"
821,SAR202,10,9,"4, 15, 22, 24, 64, 70, 73, 92, 95"
1868,Sulfobacillus,10,6,"24, 57, 66, 70, 81, 85"
2249,Komagataeibacter,10,2,"32, 79"
1780,Ogataea,10,4,"17, 32, 73, 95"
1285,Microbulbifer,10,6,"11, 15, 57, 77, 78, 100"
806,Morella,10,5,"4, 66, 79, 81, 92"
2675,Rhizopogon,10,4,"57, 76, 90, 100"
1322,Ignavibacteriales,10,8,"11, 15, 24, 58, 66, 76, 81, 92"
2363,Amorphochlora,10,6,"38, 58, 65, 76, 79, 100"
2430,Cyanothece,10,8,"38, 57, 58, 70, 76, 85, 92, 100"
2973,Robinia,10,4,"66, 70, 85, 92"
786,Desulfobacterales,10,7,"4, 21, 24, 58, 70, 81, 82"
206,Zostera,10,7,"1, 15, 32, 43, 58, 70, 85"
1538,Tenericutes,10,4,"15, 85, 92, 94"
1040,Neolamprologus,10,6,"7, 11, 29, 50, 78, 92"
1673,Pseudo-nitzschia,10,8,"15, 24, 43, 58, 66, 76, 90, 100"
773,Tanacetum,10,5,"4, 7, 32, 58, 66"
2531,Litomosoides,10,8,"43, 57, 70, 77, 78, 79, 91, 92"
1048,Lysobacter,10,6,"7, 15, 24, 58, 79, 90"
764,Pararge,10,8,"1, 12, 29, 50, 77, 78, 79, 91"
746,Pleurotus,10,8,"1, 15, 41, 66, 70, 73, 81, 95"
760,Actinidia,10,8,"1, 32, 40, 43, 58, 66, 76, 93"
747,Mucor,10,7,"1, 32, 38, 46, 66, 70, 76"
677,Xiphophorus,10,5,"1, 7, 38, 78, 79"
752,Tetraselmis,10,6,"1, 32, 65, 74, 79, 100"
1020,Meleagris,10,6,"7, 15, 50, 91, 92, 100"
1201,Meteorus,10,4,"10, 41, 90, 93"
2436,Diutina,10,2,"38, 93"
370,Thermoplasmata,10,7,"1, 24, 38, 57, 58, 81, 85"
2132,Chelonia,10,8,"29, 50, 65, 79, 81, 92, 93, 100"
310,Serendipita,10,10,"1, 24, 46, 57, 58, 65, 66, 70, 85, 100"
2513,Trifolium,10,5,"42, 76, 85, 92, 100"
247,Papio,10,9,"1, 5, 7, 23, 30, 46, 66, 70, 93"
871,Hyaloscypha,10,9,"6, 15, 32, 38, 46, 76, 78, 81, 85"
498,Acidithiobacillus,10,7,"1, 15, 58, 70, 81, 85, 90"
492,Aotus,10,5,"1, 7, 32, 65, 100"
1104,Trichosurus,10,2,"7, 11"
1092,Lates,10,6,"7, 38, 78, 93, 94, 100"
296,Granulicella,10,8,"1, 15, 57, 76, 79, 85, 92, 94"
2853,Valsa,10,5,"58, 73, 81, 85, 95"
1815,Pyrodinium,10,5,"21, 43, 65, 76, 100"
1827,Spirochaeta,10,6,"22, 24, 66, 79, 81, 94"
99,Aulographum,10,8,"1, 4, 11, 32, 40, 58, 65, 95"
210,Sphaerobolus,10,5,"1, 29, 38, 70, 90"
732,Rhodoferax,10,7,"1, 15, 57, 58, 70, 82, 94"
1014,Marinilabiliales,10,8,"7, 11, 15, 38, 66, 76, 85, 92"
1433,Dickeya,9,8,"11, 15, 57, 58, 79, 82, 94, 100"
2275,Globisporangium,9,7,"32, 38, 43, 46, 79, 92, 100"
3719,coryneform,9,1,100
501,Encephalitozoon,9,5,"1, 58, 66, 70, 79"
460,Syntrophobacter,9,8,"1, 15, 38, 39, 57, 70, 85, 92"
1712,Cucumis,9,8,"15, 32, 38, 43, 58, 66, 92, 100"
2797,Niastella,9,6,"57, 66, 79, 85, 92, 94"
456,Sphaeroforma,9,9,"1, 21, 24, 32, 38, 40, 65, 73, 76"
318,Saprolegnia,9,8,"1, 15, 24, 32, 41, 79, 81, 92"
2552,Taeniopygia,9,7,"46, 50, 65, 76, 93, 94, 100"
1945,Dunaliella,9,8,"24, 32, 50, 65, 74, 79, 92, 100"
1939,Coniochaeta,9,7,"24, 32, 38, 81, 85, 90, 94"
2516,Carboxydothermus,9,7,"42, 57, 66, 81, 85, 92, 100"
1963,Coccolithus,9,8,"24, 38, 40, 46, 65, 91, 95, 100"
451,Polyporus,9,8,"1, 24, 32, 57, 65, 66, 70, 79"
251,Syntrophus,9,7,"1, 11, 15, 57, 81, 85, 92"
1548,Dothistroma,9,4,"15, 73, 93, 95"
1122,Octodon,9,6,"7, 46, 58, 76, 78, 93"
2538,Jimgerdemannia,9,5,"46, 66, 70, 79, 100"
681,Sapajus,9,5,"1, 32, 50, 58, 93"
2043,Methanothermococcus,9,3,"24, 73, 95"
632,Desulfobulbaceae,9,7,"1, 11, 15, 22, 57, 58, 66"
2734,[Mannheimia],9,8,"57, 58, 66, 70, 76, 81, 94, 100"
2667,Wallemia,9,7,"57, 66, 70, 76, 79, 85, 90"
2164,Noctiluca,9,8,"32, 40, 55, 65, 73, 76, 91, 95"
840,Hahella,9,7,"4, 57, 66, 81, 85, 94, 100"
1526,Gordonia,9,5,"15, 32, 40, 90, 94"
319,Galdieria,9,7,"1, 22, 58, 79, 81, 92, 100"
1357,Phascolarctos,9,7,"11, 32, 43, 50, 76, 79, 93"
3068,Moesziomyces,9,3,"70, 76, 92"
1171,Chrysopa,9,3,"10, 12, 41"
605,Paramoeba,9,9,"1, 32, 57, 65, 73, 76, 90, 93, 95"
1563,Brevibacterium,9,5,"15, 57, 73, 94, 95"
406,Brevundimonas,9,7,"1, 15, 38, 41, 58, 92, 94"
1880,Conidiobolus,9,6,"24, 32, 57, 70, 76, 79"
866,Ideonella,9,4,"5, 15, 93, 100"
1521,Borreliella,9,6,"15, 24, 79, 81, 92, 100"
199,Vanilla,9,7,"1, 22, 24, 46, 76, 92, 100"
1610,Salinispora,9,7,"15, 57, 66, 76, 81, 85, 94"
222,Debaryomyces,9,6,"1, 32, 85, 90, 93, 94"
1212,Bradysia,9,6,"10, 17, 41, 57, 70, 90"
2972,Pelomonas,9,5,"66, 76, 82, 94, 100"
1302,Delftia,9,7,"11, 38, 57, 66, 70, 76, 94"
1056,Ficedula,9,6,"7, 46, 50, 65, 91, 100"
663,Phenylobacterium,9,5,"1, 11, 16, 58, 90"
2143,Wolinella,9,7,"30, 57, 66, 73, 76, 92, 100"
3720,Magnetospira,9,1,100
775,Carpinus,9,7,"4, 24, 43, 46, 66, 76, 85"
776,Mycoplasma,9,5,"4, 66, 85, 94, 95"
777,Providencia,9,6,"4, 11, 15, 24, 38, 94"
647,Exophiala,9,8,"1, 24, 57, 65, 70, 76, 81, 95"
646,Oleidesulfovibrio,9,9,"1, 57, 66, 70, 81, 85, 92, 94, 100"
1223,Mythimna,9,3,"10, 41, 90"
794,Mucuna,9,8,"4, 32, 40, 43, 46, 55, 66, 85"
1788,Mixia,9,7,"19, 57, 58, 66, 70, 76, 90"
165,Tilletia,9,5,"1, 24, 32, 57, 66"
1882,Exiguobacterium,9,7,"24, 30, 57, 73, 85, 92, 94"
2188,Pseudocohnilembus,9,7,"32, 38, 58, 66, 73, 76, 79"
1917,Rickettsiales,9,8,"24, 32, 57, 58, 73, 90, 94, 100"
1268,Lonomia,9,5,"10, 11, 15, 23, 30"
536,Omnitrophica,9,6,"1, 15, 38, 66, 82, 85"
1501,Devosia,9,4,"15, 38, 57, 58"
916,Cynoglossus,9,6,"7, 50, 65, 81, 92, 93"
2192,Epulopiscium,9,4,"32, 57, 66, 85"
230,Loxodonta,9,7,"1, 11, 29, 46, 55, 92, 93"
2587,Theobroma,9,6,"46, 66, 70, 76, 79, 100"
2069,Phaeomonas,9,7,"24, 32, 43, 58, 65, 76, 100"
568,Sodalis,9,8,"1, 36, 65, 66, 76, 81, 92, 100"
176,Mikania,9,6,"1, 32, 66, 76, 81, 100"
2654,Chikungunya,9,1,57
2082,Gonapodya,9,8,"24, 65, 66, 70, 73, 81, 90, 100"
1515,Ganoderma,9,5,"15, 32, 66, 70, 76"
907,Lamprotornis,9,4,"7, 21, 50, 100"
910,Monopterus,9,5,"7, 22, 46, 50, 78"
945,Latimeria,9,7,"7, 24, 50, 79, 91, 92, 93"
2748,Hungatella,8,6,"57, 85, 92, 93, 94, 100"
1071,Lepidothrix,8,4,"7, 32, 50, 91"
2782,Methylibium,8,5,"57, 66, 81, 92, 100"
2289,Nothophytophthora,8,6,"32, 43, 58, 65, 90, 100"
1148,Ornithorhynchus,8,7,"7, 38, 46, 50, 58, 78, 92"
2747,Maribellus,8,5,"57, 70, 79, 81, 92"
220,Hermanssonia,8,4,"1, 70, 76, 100"
1067,Paraglaciecola,8,6,"7, 15, 38, 58, 76, 100"
